CVE_MUN,NOM_MUN,04/04/2020,05/04/2020,06/04/2020,07/04/2020,08/04/2020,09/04/2020,10/04/2020,11/04/2020,12/04/2020,13/04/2020,14/04/2020,15/04/2020,16/04/2020,17/04/2020,18/04/2020,19/04/2020,20/04/2020,21/04/2020,22/04/2020,23/04/2020,24/04/2020,25/04/2020,26/04/2020,27/04/2020,28/04/2020,29/04/2020,30/04/2020,01/05/2020,02/05/2020,03/05/2020,04/05/2020,05/05/2020,06/05/2020,07/05/2020,08/05/2020,09/05/2020,10/05/2020,11/05/2020,12/05/2020,13/05/2020,14/05/2020,15/05/2020,16/05/2020,17/05/2020,18/05/2020,19/05/2020,20/05/2020,21/05/2020,22/05/2020,23/05/2020,24/05/2020,25/05/2020,26/05/2020,27/05/2020,28/05/2020,29/05/2020,30/05/2020,31/05/2020,01/06/2020,02/06/2020,03/06/2020,04/06/2020,05/06/2020,06/06/2020,07/06/2020,08/06/2020,09/06/2020,10/06/2020,11/06/2020,12/06/2020,13/06/2020,14/06/2020,15/06/2020,16/06/2020,17/06/2020,18/06/2020,19/06/2020,20/06/2020,21/06/2020,22/06/2020,23/06/2020,24/06/2020,25/06/2020,26/06/2020,27/06/2020,28/06/2020,29/06/2020,30/06/2020,01/07/2020,02/07/2020,03/07/2020,04/07/2020,05/07/2020,06/07/2020,07/07/2020,08/07/2020,09/07/2020,10/07/2020,11/07/2020,12/07/2020,13/07/2020,14/07/2020,15/07/2020,16/07/2020,17/07/2020,18/07/2020,19/07/2020,20/07/2020,21/07/2020,22/07/2020,23/07/2020,24/07/2020,25/07/2020,26/07/2020,27/07/2020,28/07/2020,29/07/2020,30/07/2020,31/07/2020,01/08/2020,02/08/2020,03/08/2020,04/08/2020,05/08/2020,06/08/2020,07/08/2020,08/08/2020,09/08/2020,10/08/2020,11/08/2020,12/08/2020,13/08/2020,14/08/2020,15/08/2020,16/08/2020,17/08/2020,18/08/2020,19/08/2020,20/08/2020,21/08/2020,22/08/2020,23/08/2020,24/08/2020,25/08/2020,26/08/2020,27/08/2020,28/08/2020,29/08/2020,30/08/2020,31/08/2020,01/09/2020,02/09/2020,03/09/2020,04/09/2020,05/09/2020,06/09/2020,07/09/2020,08/09/2020,09/09/2020,10/09/2020,11/09/2020,12/09/2020,13/09/2020,14/09/2020,15/09/2020,16/09/2020,17/09/2020,18/09/2020,19/09/2020,20/09/2020,21/09/2020,22/09/2020,23/09/2020,24/09/2020,25/09/2020,26/09/2020,27/09/2020,28/09/2020,29/09/2020,30/09/2020,01/10/2020,02/10/2020,03/10/2020,04/10/2020,05/10/2020,06/10/2020,07/10/2020,08/10/2020,09/10/2020,10/10/2020,11/10/2020,12/10/2020,13/10/2020,14/10/2020,15/10/2020,16/10/2020,17/10/2020,18/10/2020,19/10/2020,20/10/2020,21/10/2020,22/10/2020,23/10/2020,24/10/2020,25/10/2020,26/10/2020,27/10/2020,28/10/2020,29/10/2020,30/10/2020,31/10/2020,01/11/2020,02/11/2020,03/11/2020,04/11/2020,05/11/2020,06/11/2020,07/11/2020,08/11/2020,09/11/2020,10/11/2020,11/11/2020,12/11/2020,13/11/2020,14/11/2020,15/11/2020,16/11/2020,17/11/2020,18/11/2020,19/11/2020,20/11/2020,21/11/2020,22/11/2020,23/11/2020,24/11/2020,25/11/2020,26/11/2020,27/11/2020,28/11/2020,29/11/2020,30/11/2020,01/12/2020,02/12/2020,03/12/2020,04/12/2020,05/12/2020,06/12/2020,07/12/2020,08/12/2020,09/12/2020,10/12/2020,11/12/2020,12/12/2020,13/12/2020,14/12/2020,15/12/2020,16/12/2020,17/12/2020,18/12/2020,19/12/2020,20/12/2020,21/12/2020,22/12/2020,23/12/2020,24/12/2020,25/12/2020,26/12/2020,27/12/2020,28/12/2020,29/12/2020,30/12/2020,31/12/2020,01/01/2021,02/01/2021,03/01/2021,04/01/2021,05/01/2021,06/01/2021,07/01/2021,08/01/2021,09/01/2021,10/01/2021,11/01/2021,12/01/2021,13/01/2021,14/01/2021,15/01/2021,16/01/2021,17/01/2021,18/01/2021,19/01/2021,20/01/2021,21/01/2021,22/01/2021,23/01/2021,24/01/2021,25/01/2021,26/01/2021,27/01/2021,28/01/2021,29/01/2021,30/01/2021,31/01/2021,01/02/2021,02/02/2021,03/02/2021,04/02/2021,05/02/2021,06/02/2021,07/02/2021,08/02/2021,09/02/2021,10/02/2021,11/02/2021,12/02/2021,13/02/2021,14/02/2021,15/02/2021,16/02/2021,17/02/2021,18/02/2021,19/02/2021,20/02/2021
26018,Cajeme,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,3,3,5,5,6,7,7,7,7,7,9,10,13,14,18,22,23,26,28,30,33,35,40,41,43,47,52,54,54,54,58,64,69,76,82,85,94,98,109,111,120,143,144,148,154,183,198,202,214,226,231,247,251,258,275,286,288,293,303,311,325,338,342,359,362,362,370,381,385,388,398,405,409,417,417,418,419,424,428,435,439,439,439,455,464,483,491,494,502,504,506,506,506,518,528,533,540,544,546,548,549,549,551,553,556,559,560,560,562,564,566,568,568,570,572,573,575,576,577,577,579,579,580,581,581,583,584,585,585,585,588,588,589,590,590,590,591,602,603,605,606,606,606,606,606,606,609,609,609,609,611,612,613,614,614,615,616,617,617,618,618,619,620,622,625,626,627,628,629,630,631,634,635,634,635,635,635,636,639,639,639,639,639,639,641,643,643,643,643,644,646,646,647,647,650,652,652,652,653,656,658,660,660,661,661,661,662,663,664,668,669,669,670,671,672,673,675,678,681,684,684,684,686,691,694,694,696,702,704,706,707,714,716,718,722,723,729,730,732,735,742,744,746,747,749,752,754,755,757,761,762,764,764,765,768,770,777,790,816,845,869,886,892,898,902,909,912,914,916,920,922,927,935,939,943,945,947,947,952,954,955,955,958,959,964,965,972,975
26019,Cananea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,4,5,6,6,6,6,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,9,9,9,9,9,9,9,9,9,9,9,9,9,9,12,14,14,14,14,14,15,15,15,15,15,15,16,16,16,16,17,18,18,18,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,20,21,21,21,21,21,21,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,23,23,24,24,24,24,24,24,26,26,26,26,26,27,27,29,30,30,30,30,30,30,31,33,33,35,36,36,36,37,37,38,40,41,41,43,43,43,43,43,43,43,43,45,45,45,46,46,46,46,46,48,48,49,51,51,51,51,51,51,51,51,51,51,52,53,54,54,55,55,55,56,56,56,56,56,56,57,57,70,70,70,71,72,73,73,73,73,73,73,73,74,74,76,76,76,77,77,77,79,79,79,81,82,82,83,83,83,83,83,83,83,102,104
26020,Carbó,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
26022,Cucurpe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
26023,Cumpas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,6,6,6,6,6,6,6,6,6,7,7,7,9,9,9,9,9,9,9,9,9,9,9,9,9,10,10,10,10,10,10,11,11,11,11,11,11,11,11,11,11,11,11,11,11,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,13,13,13,13,13,13,13,13,13,13,13,13
26025,Empalme,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,3,3,3,6,6,7,9,9,9,10,12,12,13,14,14,19,20,20,20,20,22,22,22,22,23,26,26,29,31,31,31,31,31,33,34,36,37,39,41,41,42,43,44,45,46,48,48,48,48,48,48,48,49,49,50,50,52,52,53,54,54,54,55,55,55,55,55,55,55,55,55,55,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,58,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,61,61,61,61,61,61,61,62,63,63,63,63,63,63,63,63,63,65,66,66,66,66,66,66,66,66,66,67,68,68,68,68,69,69,69,69,70,70,70,72,72,74,75,75,76,77,77,77,77,77,78,81,81,81,81,81,81,82,82,82,82,82,83,84,85,87,87,87,89,89,89,89,91,91,91,92,92,92,92,92
26026,Etchojoa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,4,4,4,4,4,5,7,8,9,9,9,10,10,12,12,12,13,13,14,14,14,15,15,15,16,16,16,16,16,16,16,16,17,18,18,18,18,19,19,19,20,22,24,25,26,26,26,27,27,27,27,27,27,27,27,27,27,28,29,30,31,31,31,31,31,31,32,33,34,34,34,34,34,34,34,34,34,34,34,34,34,34,35,35,35,37,37,37,37,37,38,38,38,38,38,38,38,38,38,38,38,38,38,38,40,40,40,41,41,41,41,41,41,41,42,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,44,44,45,46,46,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,48,48,48,48,48,48,48,48,48,48,48,48,48,49,49,49,49,49,49,49,49,49,50,50,50,50,50,50,50,50,50,50,50,50,51,51,51,51,51,51,51,51,51,51,51,52,55,55,55,55,55,55,57,57,58,58,59,59,59,60,60,60,60,60,60,60,60,60,60,62,63,64,65,65,65,66,66,67,67,68,68,68,68,68,69,70,70,70,71,72,72,72,73,73,73,73,76,76,76,76
26027,Fronteras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,6,7,7,7,7,7,7,7,7,7,7,7,7,7,8,8,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,11,11,11,11,11,11,11,11,11,11,11,11,12,12,12,13,13,13,13,13,13,13,13,13,13,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,15,15,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16
26070,General Plutarco Elías Calles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,4,4,5,5,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,7,7,7,7,7,7,7,8,8,8,8,8,8,8,8,8,8,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,12,12,12,12,12,12,12,12,12,12,12,12,12,13,14,14,14,14,15,15,15,15,15,16,16,16,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,18,18,18,18,19,19,19,19,19,19,19,19,19,20,20,20,20,20,20,20,21,21,21,21,21,21,21,21
26028,Granados,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
26029,Guaymas,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,3,4,4,4,4,4,4,5,5,8,8,8,8,8,8,8,8,9,9,10,10,10,11,11,11,12,13,13,14,15,15,16,17,17,19,19,19,19,30,31,33,34,36,36,37,39,40,42,47,52,54,55,60,65,67,74,75,75,75,83,87,88,92,95,106,106,108,108,110,113,113,115,117,117,119,119,121,127,135,139,141,144,151,151,152,152,155,160,161,162,164,164,167,170,174,174,177,179,181,181,183,183,183,184,185,185,185,185,186,186,187,188,188,188,188,188,188,189,189,189,189,189,189,190,190,190,190,190,190,192,192,192,192,192,192,192,193,193,193,193,193,193,193,195,198,199,199,199,199,199,199,199,200,200,200,202,202,204,205,205,205,207,207,207,211,211,211,211,211,211,211,211,211,213,213,213,213,215,215,215,215,215,215,215,215,215,215,216,216,217,217,218,218,219,219,219,220,220,221,221,222,222,222,222,222,222,222,222,223,224,225,225,225,225,225,226,226,226,229,229,231,231,231,231,231,231,231,231,231,233,240,240,240,242,242,243,244,244,246,246,247,247,253,253,255,256,258,258,258,262,262,268,270,273,276,277,281,283,290,291,292,293,293,294,297,298,301,302,303,306,306,308,309,311,311,311,312,314,316,318,318
26030,Hermosillo,,,,,,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,4,4,4,5,5,5,6,6,7,7,7,8,8,8,8,10,10,11,12,12,13,18,21,21,22,24,26,31,34,36,38,41,41,42,47,53,58,63,66,72,74,80,83,90,95,102,107,131,134,148,158,169,171,175,179,183,187,196,205,218,219,222,235,237,241,251,262,284,292,299,304,314,318,330,335,346,352,362,372,377,386,390,398,412,433,454,460,475,483,499,525,540,547,576,608,640,663,674,688,737,738,741,742,753,757,769,779,790,793,793,799,815,832,843,847,849,850,854,856,864,872,874,882,885,888,888,888,891,901,907,911,912,913,914,916,916,917,922,925,929,930,932,934,934,936,939,945,946,947,949,954,954,956,959,962,965,966,968,974,978,979,981,983,987,991,993,995,1000,1002,1004,1006,1006,1007,1007,1007,1008,1008,1008,1010,1015,1015,1018,1022,1024,1024,1025,1025,1025,1029,1030,1034,1038,1038,1043,1043,1043,1043,1049,1053,1057,1057,1059,1059,1061,1064,1065,1070,1072,1075,1078,1080,1082,1087,1091,1091,1091,1091,1091,1100,1105,1123,1127,1132,1140,1146,1156,1163,1165,1169,1174,1178,1183,1188,1193,1201,1201,1205,1227,1240,1255,1259,1259,1259,1259,1275,1297,1308,1316,1325,1336,1347,1349,1363,1385,1393,1440,1470,1497,1524,1543,1549,1575,1605,1619,1628,1641,1652,1662,1675,1683,1694,1709,1716,1719,1735,1747,1762,1767,1787,1799,1804,1809,1823,1832,1840,1843,1851,1860,1864,1871,1877
26033,Huatabampo,,,,,,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,6,6,6,6,6,7,8,8,8,8,8,8,9,10,11,11,12,12,12,12,12,13,14,14,14,15,16,18,18,18,18,19,19,20,21,21,23,25,25,25,26,26,26,27,29,30,31,32,34,35,36,36,36,38,39,42,44,46,49,50,51,51,51,51,51,51,51,51,52,52,55,56,57,57,58,58,58,58,59,59,59,60,60,61,61,62,62,62,62,63,63,63,63,63,63,63,64,64,64,65,65,65,65,65,65,65,65,66,66,66,66,66,66,67,67,67,68,68,68,68,68,68,68,69,69,70,70,71,72,72,72,72,72,72,72,72,73,73,73,73,73,73,74,74,74,74,74,74,74,74,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,76,76,76,76,77,77,77,77,77,78,78,78,78,78,78,78,78,78,78,78,78,78,80,80,80,80,82,83,85,85,86,86,86,86,86,88,88,88,88,89,90,92,93,94,95,96,96,96,96,97,100,100,103,104,106,109,109,110,110,110,110,111,113,114,114,114,115,115,116,116,118,120,121,122,122,124,125,125,126,126,126,126,127
26034,Huépac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
26035,Imuris,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,8,8,9,9,9,10,10,10,11,11,11,11,11,11,11,11,11,11,11,11,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,13,13,15,17,17,17,17,18,18,18,18,18,18,18,18,18,19,19,19,19,19,19,19,19,19
26036,Magdalena,1,1,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,5,6,6,7,7,7,7,8,8,8,8,8,10,10,10,11,11,11,11,11,11,11,12,12,12,12,12,12,12,12,12,12,12,12,12,12,13,13,13,13,13,13,13,17,17,17,17,17,18,19,20,20,20,20,21,22,23,24,24,24,24,24,24,24,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,28,28,28,28,28,29,30,31,32,33,33,33,33,33,34,34,35,35,35,35,35,36,36,36,38,38,38,38,38,39,39,39,39,40,40,40,40,40,41,42,42,42,42,42,43,44,44,44,44,44,44,46,47,47,49,49,49,49,49,49,49,49,50,50,51,51,54,55,56,56,57,57,57,57,58,58,58,58,58,58,58,59,60,60,60,60,62,62,62,63
26038,Moctezuma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,6,6,6,6,6,6,6,6,6,6,6,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,8,8,8,8,8,8,8,8,8
26039,Naco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,6,6,6,6,6,6,6,6,6,7,7,7,7,7,7,7,7,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
